,GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
1030,987571,0.837085,0.162915,0.0,0.0,0.162915,0.0,0.162915,0.0,0.162915,0.066226088,0.096688912,0.0,0.0,0.055211,0.944789,0.816998308,0.020086692,0.0,0.0,0.0,0.0276055,0.0276055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,137841,0.183872,0.80074,0.015388,0.017516188,0.783223813,0.199751835,0.583471978,0.588848026,0.194375786,0.030511267,0.366830705,0.36536686,0.020514198,0.235249,0.764751,0.012382124,0.150597052,0.020892824,0.126563962,0.0,0.036228346,0.036228346,0.036228346,0.0,0.0,0.0,0.0,0.017516188,0.260310869,0.258745122,0.069792035,0.019439051,0.293442992,0.052287349,0.0,0.0,0.223679222
1035,667928,0.063338,0.92834,0.008322,0.0,0.92834,0.092051409,0.836288591,0.224798459,0.703541541,0.0,0.216639279,0.568407729,0.143292992,0.769978,0.230022,0.027133429,0.036204571,0.0,0.561156886,0.100307344,0.0,0.0,0.082296789,0.026216211,0.0,0.0,0.0,0.0,0.125972336,0.098826123,0.0,0.061248588,0.040547797,0.0,0.0,0.0,0.123002074
1039,439305,0.1489,0.8511,0.0,0.034354652,0.816745349,0.211216881,0.605528467,0.680583281,0.136162067,0.059161766,0.327013403,0.430570179,0.0,0.180202,0.819798,0.0,0.1456242,0.0032758,0.060007266,0.090101,0.030093734,0.0,0.0,0.0,0.0,0.034354652,0.0,0.0,0.322421565,0.358161716,0.0,0.105376071,0.122541742,0.080469445,0.023216737,0.0,0.348979286
1040,308801,0.813469,0.183448,0.003083,0.122359816,0.061088184,0.0,0.061088184,0.061088184,0.0,0.0,0.0,0.061088184,0.0,0.232766,0.767234,0.0,0.099243218,0.714225782,0.021181706,0.0,0.190402588,0.0,0.021181706,0.0,0.0,0.030589954,0.0,0.091769862,0.061088184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061088184
1043,722112,0.061239,0.938117,0.000644,0.309402244,0.628714756,0.140905036,0.48780972,0.241780433,0.386934323,0.0,0.104300006,0.49558252,0.02883223,0.440922,0.559078,0.000285,0.027362075,0.033591674,0.195773777,0.069997249,0.16362395,0.011527465,0.0,0.0,0.0,0.248619245,0.0,0.060782999,0.163476213,0.061978721,0.016325498,0.019914971,0.060347187,0.0,0.0,0.0,0.161518275
1044,524896,0.0,1.0,0.0,0.077,0.923,0.038766,0.884234,0.923,0.0,0.038766,0.768859,0.115375,0.0,0.115,0.885,0.0,0.0,0.0,0.076705,0.0,0.038295,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.807625,0.115375,0.0,0.038727234,0.269246484,0.23051925,0.038727234,0.038727234,0.307051641
1045,178005,0.067993,0.907782,0.024225,0.0,0.907782,0.183787728,0.723994272,0.862209528,0.045572472,0.078069252,0.829712748,0.0,0.0,0.057051,0.942949,0.05099475,0.01699825,0.0,0.0285255,0.0,0.0,0.0285255,0.0,0.0,0.0,0.0,0.0,0.0,0.431104764,0.406100688,0.025004076,0.0,0.685279822,0.0,0.02502908,0.0,0.151900626
1050,852080,0.175563,0.816188,0.008249,0.0,0.816188,0.57575942,0.24042858,0.758947919,0.057240081,0.071308713,0.629001812,0.053537852,0.062339623,0.33049,0.66951,0.045419904,0.130143096,0.0,0.0,0.0,0.11005317,0.22043683,0.0,0.0,0.0,0.0,0.0,0.0,0.107739488,0.412284037,0.238925153,0.053190106,0.440929009,0.264828805,0.0,0.0,0.0
1052,637401,0.064864,0.935136,0.0,0.0,0.935136,0.079434192,0.855701808,0.887289767,0.047846233,0.0,0.521756326,0.378765615,0.034614059,0.134784,0.865216,0.064864,0.0,0.0,0.033696,0.033696,0.0,0.0,0.033696,0.033696,0.0,0.0,0.0,0.0,0.750647143,0.136642624,0.0,0.238919628,0.170529995,0.102140361,0.0,0.0,0.375698895
1055,383523,0.089911,0.910089,0.0,0.0,0.910089,0.451917434,0.458171566,0.698304009,0.211784991,0.0,0.383757229,0.454936199,0.071396482,0.27451,0.72549,0.074093048,0.015817952,0.0,0.15262756,0.0,0.03047061,0.06094122,0.03047061,0.0,0.0,0.0,0.0,0.0,0.619931953,0.078372056,0.0,0.103195366,0.245127751,0.0,0.046999351,0.0,0.30298154
1057,454167,0.125303,0.852339,0.022358,0.0,0.852339,0.305578021,0.546760979,0.329647222,0.522691778,0.252723628,0.496340865,0.103274507,0.0,0.482539,0.517461,0.0,0.125303,0.0,0.0,0.027097943,0.059724817,0.323737828,0.03541209,0.036566805,0.0,0.0,0.0,0.0,0.058641933,0.172881178,0.09812444,0.103438024,0.042726236,0.098390466,0.0,0.0,0.085092167
1059,406379,0.139614,0.833541,0.026846,0.041740399,0.791800601,0.0,0.791800601,0.255534641,0.53626596,0.0,0.250391104,0.510012228,0.031397269,0.855629,0.144371,0.109335074,0.030278926,0.0,0.326850278,0.024813241,0.0,0.0,0.226741685,0.277223796,0.0,0.041740399,0.0,0.0,0.255534641,0.0,0.0,0.255534641,0.0,0.0,0.0,0.0,0.0
1065,787346,0.100036,0.888236,0.011728,0.0,0.888236,0.205927746,0.682308254,0.200564577,0.687671423,0.0,0.139567634,0.531320569,0.217347796,0.759615,0.240385,0.038392016,0.061643984,0.0,0.684999538,0.0,0.0,0.0,0.024312238,0.021404431,0.028898793,0.0,0.0,0.0,0.111201225,0.058595142,0.030768211,0.0,0.106774764,0.0,0.0,0.0,0.093789813
1066,710810,0.869247,0.116692,0.014061,0.0,0.116692,0.0,0.116692,0.0,0.116692,0.0,0.0,0.066181168,0.050510832,0.379259,0.620741,0.785429858,0.083817142,0.0,0.0,0.042097749,0.042097749,0.0,0.210868004,0.084195498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,761611,0.186401,0.806843,0.006757,0.806843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190563,0.809437,0.0,0.0,0.186401,0.0381126,0.0381126,0.1143378,0.0,0.0,0.0,0.0,0.806843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,467898,0.837946,0.09526,0.066793,0.0,0.09526,0.0,0.09526,0.0,0.09526,0.0,0.09526,0.0,0.0,0.335512,0.664488,0.471653827,0.366292173,0.0,0.0,0.18285404,0.0,0.030531592,0.091594776,0.030531592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,793801,0.874463,0.037998,0.087539,0.037998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037833,0.962167,0.214630822,0.659832178,0.0,0.0,0.0,0.0,0.0,0.0,0.037833,0.0,0.037998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,600616,0.826191,0.037748,0.13606,0.0,0.037748,0.0,0.037748,0.0,0.037748,0.0,0.0,0.0,0.037748,0.357662,0.642338,0.536124428,0.290066572,0.0,0.0,0.0,0.0,0.0,0.153436998,0.204225002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,710939,0.128536,0.834872,0.036592,0.016192342,0.818679658,0.055386135,0.763293523,0.497211991,0.321467666,0.184723603,0.533422192,0.0,0.100533862,0.706272,0.293728,0.0,0.128536,0.0,0.0,0.064270752,0.096052992,0.224594496,0.32135376,0.0,0.0,0.016192342,0.0,0.0,0.192838201,0.250392975,0.053981311,0.0,0.040784311,0.086404008,0.043201755,0.064554524,0.262266895
1094,672411,0.886691,0.07719,0.036119,0.0,0.07719,0.0,0.07719,0.0,0.07719,0.0,0.07719,0.0,0.0,0.0,1.0,0.865183423,0.021507577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,220731,0.14561,0.834206,0.020185,0.0,0.834206,0.169809305,0.664396695,0.332964983,0.501241017,0.165213664,0.588579883,0.0,0.080413287,0.418424,0.581576,0.064983996,0.080626004,0.0,0.092940757,0.0,0.0,0.236858947,0.042154126,0.0,0.046470169,0.0,0.0,0.0,0.332964983,0.0,0.0,0.05761393,0.206051051,0.0,0.0,0.0,0.069300002
1098,395553,0.131242,0.82926,0.039498,0.029305219,0.799954781,0.022858708,0.777096073,0.594497595,0.205457186,0.0,0.520120199,0.259945306,0.019889276,0.541323,0.458677,0.04921575,0.08202625,0.0,0.077409189,0.0,0.10285137,0.206244063,0.051425685,0.077409189,0.025983504,0.029305219,0.0,0.0,0.283263836,0.198165667,0.113067498,0.028535885,0.112954543,0.0,0.0,0.0,0.453007167
1102,944453,0.0,1.0,0.0,0.0,1.0,0.194,0.806,1.0,0.0,0.028,0.75,0.222,0.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.194139,0.0,0.055611,0.027639,0.055611,0.0,0.0,0.0,0.139,0.528,0.333,0.0,0.972,0.0,0.0,0.0,0.028
1103,953435,0.006906,0.993094,0.0,0.018263992,0.974830008,0.376748402,0.598081606,0.974830008,0.0,0.0,0.535773396,0.415604152,0.02345246,0.740884,0.259116,0.005131607,0.001774393,0.0,0.0,0.0,0.08520166,0.114096136,0.114096136,0.427490068,0.0,0.018263992,0.0,0.0,0.501062624,0.394806153,0.078961231,0.0,0.869548367,0.02632041,0.02632041,0.02632041,0.02632041
1104,776044,0.889272,0.093113,0.017615,0.0,0.093113,0.0,0.093113,0.0,0.093113,0.0,0.093113,0.0,0.0,0.133003,0.866997,0.214124248,0.675147752,0.0,0.074348677,0.058654323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,790380,0.016406,0.964806,0.018788,0.352666502,0.612139498,0.417169395,0.194970103,0.583641344,0.028498154,0.158890601,0.404566055,0.048682842,0.0,0.863864,0.136136,0.0,0.0,0.016406,0.0,0.026806564,0.053613128,0.162568838,0.053613128,0.567262343,0.0,0.088849035,0.0,0.263817467,0.0,0.029182067,0.554459277,0.058364134,0.496095142,0.0,0.0,0.0,0.029182067
1108,354889,0.108,0.87,0.022,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.889,0.0,0.0216,0.0864,0.0,0.0,0.0,0.0222,0.0444,0.0444,0.0,0.60639,0.17313,0.09048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,627597,0.09244,0.903986,0.003574,0.0,0.903986,0.665809193,0.238176807,0.497110037,0.406875963,0.0,0.188126718,0.691708392,0.024151794,0.141052,0.858948,0.082818105,0.009621895,0.0,0.0,0.035263,0.0,0.070526,0.035263,0.0,0.0,0.0,0.0,0.0,0.29383031,0.11088785,0.092391877,0.061329957,0.276725747,0.0,0.0,0.0,0.15905483
1110,677207,0.123401,0.876599,0.0,0.061409266,0.815189734,0.274251837,0.540937897,0.6069218,0.208267934,0.029178901,0.528400279,0.257610553,0.0,0.909864,0.090136,0.026593162,0.096807838,0.0,0.516802752,0.049132656,0.073698984,0.098265312,0.171964296,0.0,0.0,0.0,0.0,0.061409266,0.227294035,0.249409658,0.130218107,0.024436492,0.286972655,0.035120744,0.0,0.0,0.260391908
1116,770361,0.144132,0.855488,0.00038,0.051541441,0.803946559,0.040454591,0.763491968,0.600144498,0.203802061,0.055408801,0.451359717,0.238908799,0.058268439,0.136159,0.863841,0.064582378,0.079549622,0.0,0.0,0.045440207,0.048070526,0.042648267,0.0,0.0,0.0,0.036964078,0.0,0.014577363,0.494268806,0.105875692,0.0,0.034828786,0.121425436,0.044994033,0.0,0.0,0.398896843
1117,119990,0.100281,0.899719,0.0,0.0,0.899719,0.053664639,0.846054361,0.477813769,0.421905231,0.025370276,0.392049855,0.407748152,0.074549817,0.592688,0.407312,0.064280422,0.036000578,0.0,0.0,0.0,0.140877196,0.404465701,0.021995244,0.025349858,0.0,0.0,0.0,0.0,0.368217625,0.079246847,0.030348819,0.0,0.131009846,0.084943343,0.094366308,0.0,0.167494272
1121,235295,0.0,0.99932,0.00068,0.026233149,0.973086851,0.783387461,0.189699389,0.946476818,0.026610033,0.054330358,0.710596673,0.186693524,0.021467269,0.194208,0.805792,0.0,0.0,0.0,0.0,0.032432736,0.097104,0.0,0.0,0.064671264,0.0,0.0,0.026233149,0.0,0.340860375,0.517890346,0.087726097,0.0,0.500132548,0.179078146,0.114757475,0.125003086,0.027504616
1123,643129,0.122679,0.866683,0.010638,0.64137142,0.22531158,0.0,0.22531158,0.0,0.22531158,0.125648382,0.099663198,0.0,0.0,0.772559,0.227441,0.000573,0.003607867,0.118497854,0.003093326,0.0,0.070373172,0.186372906,0.466319703,0.046399894,0.0,0.314935815,0.07406942,0.252366185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,237998,0.162387,0.837613,0.0,0.0,0.837613,0.185631793,0.651981207,0.799244461,0.038368539,0.173556764,0.531697467,0.132359606,0.0,0.174467,0.825533,0.075834729,0.086552271,0.0,0.058097511,0.0,0.058097511,0.029135989,0.0,0.029135989,0.0,0.0,0.0,0.0,0.324493251,0.299716673,0.175034537,0.0,0.399622231,0.099905558,0.0,0.0,0.299716673
1125,687319,0.19671,0.80329,0.0,0.162927294,0.640362706,0.536444005,0.1039187,0.315459318,0.324903387,0.041325807,0.404634308,0.164283771,0.03011882,0.358083,0.641917,0.0,0.118395225,0.078314775,0.03978696,0.0,0.07957392,0.07957392,0.07957392,0.03978696,0.03978696,0.1045001,0.015953352,0.042473842,0.067795047,0.119999147,0.127664809,0.0,0.13053612,0.0,0.0,0.0,0.184923199
1127,117361,0.145958,0.854042,0.0,0.313470992,0.540571008,0.042929447,0.497641562,0.289567131,0.251003877,0.027120988,0.348499642,0.122817192,0.042133186,0.053314,0.946686,0.0,0.025081277,0.120876723,0.0,0.0,0.0,0.0,0.053314,0.0,0.0,0.197671046,0.026270436,0.08952951,0.289567131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289567131
1128,233146,0.033755,0.966245,0.0,0.024612193,0.941632807,0.397780538,0.543852269,0.907301817,0.034330991,0.154293127,0.647401746,0.139936993,0.0,0.257999,0.742001,0.0,0.033755,0.0,0.017268647,0.017268647,0.068816847,0.137376212,0.017268647,0.0,0.0,0.024612193,0.0,0.0,0.137671256,0.547610177,0.222020384,0.04555381,0.074582024,0.486512473,0.155807312,0.0,0.144847106
1129,332945,0.0,0.97,0.03,0.02465352,0.94534648,0.913489249,0.031857231,0.255457198,0.689889282,0.032556787,0.621542622,0.291246125,0.0,0.461172,0.538828,0.0,0.0,0.0,0.461172,0.0,0.0,0.0,0.0,0.0,0.0,0.02465352,0.0,0.0,0.081604269,0.11964108,0.054212105,0.0,0.168851077,0.017543012,0.013539998,0.0,0.055523367
1130,349639,0.15619,0.819447,0.024363,0.0,0.819447,0.0,0.819447,0.319637594,0.499809406,0.020880329,0.710676883,0.0,0.087889788,0.295734,0.704266,0.086977213,0.059197884,0.010014903,0.171255715,0.0,0.045512575,0.059591584,0.019374422,0.0,0.0,0.0,0.0,0.0,0.179204178,0.140433416,0.0,0.0,0.075247804,0.0,0.0,0.0,0.24438979
1133,147427,0.149473,0.827279,0.023247,0.035749207,0.791529793,0.0,0.791529793,0.609337048,0.182192745,0.131601326,0.0,0.151568457,0.508360009,0.882231,0.117769,0.001918635,0.123765288,0.023789076,0.006181793,0.0,0.067116606,0.033558303,0.20223293,0.573141369,0.0,0.035749207,0.0,0.0,0.0,0.0,0.609337048,0.378611575,0.076856901,0.0,0.0,0.0,0.153867963
1134,105755,0.840504,0.13786,0.021636,0.0,0.13786,0.0,0.13786,0.0,0.13786,0.0,0.036644015,0.101215985,0.0,0.186379,0.813621,0.65696062,0.18354338,0.0,0.0,0.0,0.031125293,0.031125293,0.062064207,0.062064207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,831955,0.046409,0.942504,0.011087,0.059345707,0.883158293,0.766303204,0.11685509,0.862477375,0.020680918,0.017187144,0.245512707,0.560410744,0.060048582,0.121797,0.878203,0.004163908,0.023945234,0.018299858,0.041170796,0.0,0.036281743,0.0,0.008062718,0.0,0.036281743,0.018520074,0.0,0.040825633,0.287998445,0.515676085,0.058802845,0.052197131,0.596368606,0.07681741,0.0,0.0,0.137094229
1141,355155,0.806389,0.138812,0.054799,0.0277624,0.1110496,0.070077739,0.040971861,0.0,0.1110496,0.0,0.062885945,0.048163655,0.0,0.126871,0.873129,0.059433288,0.670563256,0.076392456,0.0,0.0,0.042290291,0.0,0.042290291,0.042290291,0.0,0.0277624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,475184,0.040744,0.932713,0.026543,0.112858273,0.819854727,0.791948512,0.027906215,0.629918982,0.189935745,0.0,0.414507892,0.405346835,0.0,0.527772,0.472228,0.0162976,0.0244464,0.0,0.100376957,0.0,0.050188478,0.050188478,0.050188478,0.276829608,0.0,0.084643705,0.0,0.028214568,0.105091274,0.349885349,0.17494236,0.0,0.419736435,0.0,0.0,0.035240188,0.17494236
1146,747371,0.834282,0.130463,0.035255,0.0,0.130463,0.0,0.130463,0.0,0.130463,0.0,0.082936764,0.027795142,0.019731094,0.150184,0.849816,0.699042385,0.135239615,0.0,0.0300368,0.0300368,0.0,0.0300368,0.0600736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,811539,0.095247,0.904753,0.0,0.031898877,0.872854123,0.0,0.872854123,0.821433414,0.051420709,0.078116953,0.488292927,0.148939463,0.157504781,0.289976,0.710024,0.004947605,0.090299395,0.0,0.0,0.0,0.096562008,0.193413992,0.0,0.0,0.0,0.031898877,0.0,0.0,0.545149214,0.225662545,0.050621656,0.289864137,0.407546796,0.0,0.0,0.0,0.124022481
1149,628676,0.0,1.0,0.0,0.0,1.0,0.035,0.965,0.9,0.1,0.034965,0.518482,0.411588,0.034965,0.242,0.758,0.0,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6234237,0.2423421,0.0342342,0.0342,0.0693,0.1386,0.0693,0.1386,0.45
1155,321872,0.905542,0.094458,0.0,0.0,0.094458,0.0,0.094458,0.0,0.094458,0.0,0.0,0.094458,0.0,0.070868,0.929132,0.080134128,0.809994641,0.01541323,0.035434,0.035434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,754337,0.130631,0.853277,0.016091,0.075865711,0.777411289,0.0,0.777411289,0.406319452,0.371091837,0.171681177,0.605730112,0.0,0.0,0.576059,0.423941,0.038774938,0.091856062,0.0,0.0,0.0,0.2304236,0.307039447,0.0,0.038595953,0.0,0.045983573,0.0,0.029882138,0.12861514,0.11945995,0.158243955,0.060707377,0.157830322,0.0,0.0,0.0,0.187781347
1158,428941,0.049563,0.949204,0.001233,0.019464377,0.929739623,0.053756615,0.875983008,0.929739623,0.0,0.08816256,0.474430324,0.273878979,0.09326776,0.075666,0.924334,0.026034155,0.023528845,0.0,0.0,0.0,0.050469222,0.025196778,0.0,0.0,0.0,0.019464377,0.0,0.0,0.477389685,0.428410072,0.023938936,0.04649163,0.051615425,0.125594807,0.140929932,0.145803627,0.419303272
1162,227485,0.111759,0.888241,0.0,0.522391409,0.365849591,0.0,0.365849591,0.268953595,0.096895996,0.0,0.072306513,0.293543078,0.0,0.0,1.0,0.005539558,0.004413363,0.101806079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397177845,0.043466622,0.081746942,0.229320056,0.03963354,0.0,0.036310887,0.051485787,0.0,0.0,0.0,0.181156653
1163,812066,0.135209,0.864791,0.0,0.023874285,0.840916715,0.35520322,0.485713495,0.68844506,0.152471655,0.0,0.299389896,0.439405052,0.102120926,0.949098,0.050902,0.034292653,0.100916347,0.0,0.149957484,0.0,0.0,0.0,0.074978742,0.724161774,0.0,0.0,0.0,0.023874285,0.345750878,0.270719316,0.071974866,0.093759333,0.316690924,0.068461042,0.0,0.0,0.209533762
1165,494214,0.836654,0.13335,0.029995,0.0,0.13335,0.0,0.13335,0.0,0.13335,0.056445588,0.0,0.076904412,0.0,0.0,1.0,0.820667215,0.015986785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,120998,0.029071,0.970929,0.0,0.098759985,0.872169015,0.226007773,0.646161242,0.856427236,0.015741779,0.104972518,0.430945688,0.241856829,0.09439398,0.155669,0.844331,0.0,0.008499459,0.020571541,0.0,0.0,0.083945598,0.029871791,0.0,0.041851766,0.0,0.098759985,0.0,0.0,0.058662696,0.375831103,0.421933437,0.0,0.856427236,0.0,0.0,0.0,0.0
1170,367650,0.121664,0.868155,0.010181,0.355297643,0.512857357,0.119389603,0.393467755,0.269788613,0.243068745,0.0,0.440136748,0.072720609,0.0,0.33425,0.66575,0.0,0.018024157,0.103639843,0.04178125,0.0,0.12534375,0.0,0.12534375,0.04178125,0.0,0.316799722,0.0,0.038497921,0.14701375,0.122774862,0.0,0.0,0.0,0.0,0.0,0.0,0.269788613
1173,901615,0.867,0.089,0.044,0.02225,0.06675,0.0,0.06675,0.02222775,0.04452225,0.0,0.0,0.06675,0.0,0.026,0.974,0.26877,0.59823,0.0,0.00286,0.02314,0.0,0.0,0.0,0.0,0.0,0.02225,0.0,0.0,0.0,0.02222775,0.0,0.0,0.0,0.0,0.0,0.0,0.02222775
1176,327299,0.890269,0.102642,0.007089,0.0,0.102642,0.075756057,0.026885943,0.0,0.102642,0.046192492,0.0,0.056449508,0.0,0.029504,0.970496,0.048703056,0.800829015,0.040736929,0.0,0.0,0.0,0.0,0.029504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,596487,0.191399,0.808601,0.0,0.124117019,0.684483981,0.0,0.684483981,0.304459159,0.380024822,0.047665411,0.279999809,0.296788147,0.060030614,0.218799,0.781201,0.0,0.063863147,0.127535853,0.159509941,0.0,0.039821856,0.0,0.0,0.019467203,0.0,0.124117019,0.0,0.0,0.189279824,0.085643753,0.029535583,0.020425861,0.058298144,0.0,0.0,0.0,0.22573485
1179,185513,0.026324,0.973676,0.0,0.973676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077443,0.922557,0.0,0.0,0.026324,0.0,0.0,0.0387215,0.0,0.0,0.0,0.0387215,0.674077842,0.228713571,0.070883613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,360094,0.157019,0.842025,0.000956,0.524045205,0.317979795,0.139471662,0.178508133,0.193698028,0.124281767,0.094841608,0.0,0.223138187,0.0,0.145299,0.854701,0.0,0.017144905,0.139874095,0.0,0.0,0.076281975,0.069017025,0.0,0.0,0.0,0.480549453,0.0,0.043495752,0.06002605,0.096582098,0.037089686,0.0,0.091933927,0.0,0.0,0.0,0.101764101
1182,675474,0.895847,0.075345,0.028808,0.0,0.075345,0.0,0.075345,0.0,0.075345,0.0,0.075345,0.0,0.0,0.062958,0.937042,0.683540219,0.212306781,0.0,0.0,0.062958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,146376,0.042437,0.954679,0.002884,0.0,0.954679,0.086180783,0.868498217,0.754289969,0.200389031,0.01298268,0.657405325,0.284290995,0.0,0.454791,0.545209,0.019047975,0.023389025,0.0,0.094047595,0.02998619,0.180371475,0.150385285,0.0,0.0,0.0,0.0,0.0,0.0,0.387232858,0.312279064,0.054778046,0.019607768,0.096733163,0.0,0.198153483,0.0,0.439795555
1193,662818,0.0311,0.944532,0.024368,0.0,0.944532,0.280865091,0.663666909,0.870241725,0.074290275,0.169691786,0.524679025,0.130927248,0.119233942,0.251627,0.748373,0.005977638,0.025122362,0.0,0.0,0.0,0.094360125,0.157266875,0.0,0.0,0.0,0.0,0.0,0.0,0.28127866,0.393252663,0.195709532,0.241769686,0.531044997,0.0,0.0,0.0,0.097427042
1196,257285,0.021788,0.978212,0.0,0.031482775,0.946729225,0.374093426,0.572635799,0.894068359,0.052660866,0.012436235,0.350494307,0.556781871,0.027015865,0.531152,0.468848,0.014947745,0.002530023,0.004310233,0.066732875,0.033099799,0.233832232,0.092598915,0.070866831,0.034021879,0.0,0.031482775,0.0,0.0,0.109037001,0.475149947,0.309881411,0.179629956,0.514367361,0.0,0.0,0.0,0.200071041
1198,858303,0.153859,0.839814,0.006327,0.127021028,0.712792972,0.08470903,0.628083943,0.444800635,0.267992338,0.199676121,0.513116851,0.0,0.0,0.036858,0.963142,0.0,0.10500846,0.04885054,0.0,0.0,0.036858,0.0,0.0,0.0,0.0,0.09425354,0.0,0.032767487,0.355916124,0.088884511,0.0,0.0,0.083098989,0.0,0.0,0.0,0.361701646
1201,608938,0.034355,0.960936,0.004709,0.025637772,0.935298228,0.430988229,0.504309998,0.76066589,0.174632338,0.100215334,0.354328381,0.390089508,0.09066594,0.473271,0.526729,0.00645874,0.02789626,0.0,0.027895066,0.0,0.22268773,0.22268773,0.0,0.0,0.0,0.025637772,0.0,0.0,0.367483777,0.329246624,0.06393625,0.052879971,0.224747865,0.053861991,0.171070716,0.0,0.258105346
1202,635402,0.842423,0.157577,0.0,0.0,0.157577,0.0,0.157577,0.0,0.157577,0.0,0.157577,0.0,0.0,0.037273,0.962727,0.777077933,0.065345067,0.0,0.0,0.0,0.037273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,177330,0.097864,0.902136,0.0,0.045777989,0.856358011,0.113977826,0.742380185,0.68004246,0.176315551,0.232129541,0.464007312,0.123144282,0.037076876,0.532469,0.467531,0.0,0.050221162,0.047642838,0.035639748,0.0,0.035639748,0.461189505,0.0,0.0,0.0,0.045777989,0.0,0.0,0.111439238,0.319698841,0.248904381,0.029804221,0.117903722,0.210588749,0.052647527,0.0,0.269098242
1208,954356,0.909091,0.088911,0.001998,0.0,0.088911,0.02222775,0.06668325,0.0,0.088911,0.0,0.02222775,0.06668325,0.0,0.044,0.956,0.132860013,0.754390985,0.021840002,0.0,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,690576,0.106294,0.893417,0.00029,0.0,0.893417,0.649993924,0.243423076,0.53615741,0.35725959,0.064304582,0.521682268,0.30743015,0.0,0.287114,0.712886,0.004112834,0.076163159,0.026018008,0.085037137,0.0,0.0308125,0.073059316,0.098205334,0.0,0.0,0.0,0.0,0.0,0.101367528,0.22515716,0.209632722,0.0,0.370270844,0.0,0.059430904,0.0,0.106455662
1214,349403,0.023799,0.972444,0.003757,0.04779854,0.92464546,0.833819386,0.090826074,0.404629477,0.520015984,0.012275593,0.251835513,0.660534354,0.0,0.360926,0.639074,0.007089389,0.016709611,0.0,0.224271837,0.027402946,0.027402946,0.081848272,0.0,0.0,0.0,0.020904644,0.026893896,0.0,0.083795932,0.28690253,0.033931014,0.0,0.179441439,0.0,0.111764326,0.0,0.113423712
